route,from_stop,to_stop,hour,traffic_level,travel_time
Shatabdi,Shewrapara,Agargaon,11,MEDIUM,9
Shatabdi,Shewrapara,Agargaon,11,MEDIUM,9
Shatabdi,Shewrapara,Agargaon,11,MEDIUM,9
Shatabdi,Shewrapara,Agargaon,11,MEDIUM,9
Shatabdi,Shewrapara,Agargaon,11,MEDIUM,10
Shatabdi,Shewrapara,Agargaon,12,MEDIUM,11
Shatabdi,Shewrapara,Agargaon,12,MEDIUM,12
Shatabdi,Shewrapara,Agargaon,12,MEDIUM,9
Shatabdi,Shewrapara,Agargaon,12,MEDIUM,12
Shatabdi,Shewrapara,Agargaon,12,MEDIUM,12
Shatabdi,Shewrapara,Agargaon,13,MEDIUM,8
Shatabdi,Shewrapara,Agargaon,13,MEDIUM,10
Shatabdi,Shewrapara,Agargaon,13,MEDIUM,8
Shatabdi,Shewrapara,Agargaon,13,MEDIUM,8
Shatabdi,Shewrapara,Agargaon,13,MEDIUM,12
Shatabdi,Shewrapara,Agargaon,14,MEDIUM,12
Shatabdi,Shewrapara,Agargaon,14,MEDIUM,10
Shatabdi,Shewrapara,Agargaon,14,MEDIUM,11
Shatabdi,Shewrapara,Agargaon,14,MEDIUM,11
Shatabdi,Shewrapara,Agargaon,14,MEDIUM,11
Shatabdi,Shewrapara,Agargaon,15,MEDIUM,12
Shatabdi,Shewrapara,Agargaon,15,MEDIUM,10
Shatabdi,Shewrapara,Agargaon,15,MEDIUM,11
Shatabdi,Shewrapara,Agargaon,15,MEDIUM,8
Shatabdi,Shewrapara,Agargaon,15,MEDIUM,12
Shatabdi,Shewrapara,Agargaon,16,MEDIUM,8
Shatabdi,Shewrapara,Agargaon,16,MEDIUM,10
Shatabdi,Shewrapara,Agargaon,16,MEDIUM,10
Shatabdi,Shewrapara,Agargaon,16,MEDIUM,12
Shatabdi,Shewrapara,Agargaon,16,MEDIUM,8
Shatabdi,Shewrapara,Agargaon,17,HIGH,14
Shatabdi,Shewrapara,Agargaon,17,HIGH,12
Shatabdi,Shewrapara,Agargaon,17,HIGH,16
Shatabdi,Shewrapara,Agargaon,17,HIGH,10
Shatabdi,Shewrapara,Agargaon,17,HIGH,14
Shatabdi,Shewrapara,Agargaon,18,HIGH,14
Shatabdi,Shewrapara,Agargaon,18,HIGH,12
Shatabdi,Shewrapara,Agargaon,18,HIGH,14
Shatabdi,Shewrapara,Agargaon,18,HIGH,11
Shatabdi,Shewrapara,Agargaon,18,HIGH,15
Shatabdi,Shewrapara,Agargaon,19,HIGH,15
Shatabdi,Shewrapara,Agargaon,19,HIGH,15
Shatabdi,Shewrapara,Agargaon,19,HIGH,15
Shatabdi,Shewrapara,Agargaon,19,HIGH,10
Shatabdi,Shewrapara,Agargaon,19,HIGH,15
Shatabdi,Shewrapara,Agargaon,20,HIGH,14
Shatabdi,Shewrapara,Agargaon,20,HIGH,11
Shatabdi,Shewrapara,Agargaon,20,HIGH,13
Shatabdi,Shewrapara,Agargaon,20,HIGH,15
Shatabdi,Shewrapara,Agargaon,20,HIGH,13
Shatabdi,Shewrapara,Agargaon,21,LOW,8
Shatabdi,Shewrapara,Agargaon,21,LOW,7
Shatabdi,Shewrapara,Agargaon,21,LOW,10
Shatabdi,Shewrapara,Agargaon,21,LOW,9
Shatabdi,Shewrapara,Agargaon,21,LOW,7
Shatabdi,Shewrapara,Agargaon,22,LOW,8
Shatabdi,Shewrapara,Agargaon,22,LOW,6
Shatabdi,Shewrapara,Agargaon,22,LOW,10
Shatabdi,Shewrapara,Agargaon,22,LOW,10
Shatabdi,Shewrapara,Agargaon,22,LOW,9
Shatabdi,Shewrapara,Agargaon,23,LOW,7
Shatabdi,Shewrapara,Agargaon,23,LOW,10
Shatabdi,Shewrapara,Agargaon,23,LOW,10
Shatabdi,Shewrapara,Agargaon,23,LOW,10
Shatabdi,Shewrapara,Agargaon,23,LOW,10
Shatabdi,Agargaon,Farmgate,6,LOW,7
Shatabdi,Agargaon,Farmgate,6,LOW,5
Shatabdi,Agargaon,Farmgate,6,LOW,5
Shatabdi,Agargaon,Farmgate,6,LOW,9
Shatabdi,Agargaon,Farmgate,6,LOW,8
Shatabdi,Agargaon,Farmgate,7,HIGH,13
Shatabdi,Agargaon,Farmgate,7,HIGH,13
Shatabdi,Agargaon,Farmgate,7,HIGH,12
Shatabdi,Agargaon,Farmgate,7,HIGH,13
Shatabdi,Agargaon,Farmgate,7,HIGH,14
Shatabdi,Agargaon,Farmgate,8,HIGH,11
Shatabdi,Agargaon,Farmgate,8,HIGH,12
Shatabdi,Agargaon,Farmgate,8,HIGH,13
Shatabdi,Agargaon,Farmgate,8,HIGH,13
Shatabdi,Agargaon,Farmgate,8,HIGH,15
Shatabdi,Agargaon,Farmgate,9,HIGH,10
Shatabdi,Agargaon,Farmgate,9,HIGH,11
Shatabdi,Agargaon,Farmgate,9,HIGH,15
Shatabdi,Agargaon,Farmgate,9,HIGH,16
Shatabdi,Agargaon,Farmgate,9,HIGH,14
Shatabdi,Agargaon,Farmgate,10,HIGH,11
Shatabdi,Agargaon,Farmgate,10,HIGH,11
Shatabdi,Agargaon,Farmgate,10,HIGH,11
Shatabdi,Agargaon,Farmgate,10,HIGH,12
Shatabdi,Agargaon,Farmgate,10,HIGH,12
Shatabdi,Agargaon,Farmgate,11,MEDIUM,6
Shatabdi,Agargaon,Farmgate,11,MEDIUM,10
Shatabdi,Agargaon,Farmgate,11,MEDIUM,9
Shatabdi,Agargaon,Farmgate,11,MEDIUM,10
Shatabdi,Agargaon,Farmgate,11,MEDIUM,10
Shatabdi,Agargaon,Farmgate,12,MEDIUM,8
Shatabdi,Agargaon,Farmgate,12,MEDIUM,10
Shatabdi,Agargaon,Farmgate,12,MEDIUM,10
Shatabdi,Agargaon,Farmgate,12,MEDIUM,6
Shatabdi,Agargaon,Farmgate,12,MEDIUM,9
Shatabdi,Agargaon,Farmgate,13,MEDIUM,10
Shatabdi,Agargaon,Farmgate,13,MEDIUM,6
Shatabdi,Agargaon,Farmgate,13,MEDIUM,6
Shatabdi,Agargaon,Farmgate,13,MEDIUM,8
Shatabdi,Agargaon,Farmgate,13,MEDIUM,10
Shatabdi,Agargaon,Farmgate,14,MEDIUM,7
Shatabdi,Agargaon,Farmgate,14,MEDIUM,7
Shatabdi,Agargaon,Farmgate,14,MEDIUM,6
Shatabdi,Agargaon,Farmgate,14,MEDIUM,10
Shatabdi,Agargaon,Farmgate,14,MEDIUM,6
Shatabdi,Agargaon,Farmgate,15,MEDIUM,9
Shatabdi,Agargaon,Farmgate,15,MEDIUM,6
Shatabdi,Agargaon,Farmgate,15,MEDIUM,8
Shatabdi,Agargaon,Farmgate,15,MEDIUM,10
Shatabdi,Agargaon,Farmgate,15,MEDIUM,10
Shatabdi,Agargaon,Farmgate,16,MEDIUM,8
Shatabdi,Agargaon,Farmgate,16,MEDIUM,10
Shatabdi,Agargaon,Farmgate,16,MEDIUM,9
Shatabdi,Agargaon,Farmgate,16,MEDIUM,7
Shatabdi,Agargaon,Farmgate,16,MEDIUM,8
Shatabdi,Agargaon,Farmgate,17,HIGH,14
Shatabdi,Agargaon,Farmgate,17,HIGH,12
Shatabdi,Agargaon,Farmgate,17,HIGH,13
Shatabdi,Agargaon,Farmgate,17,HIGH,12
Shatabdi,Agargaon,Farmgate,17,HIGH,12
Shatabdi,Agargaon,Farmgate,18,HIGH,12
Shatabdi,Agargaon,Farmgate,18,HIGH,14
Shatabdi,Agargaon,Farmgate,18,HIGH,10
Shatabdi,Agargaon,Farmgate,18,HIGH,10
Shatabdi,Agargaon,Farmgate,18,HIGH,13
Shatabdi,Agargaon,Farmgate,19,HIGH,10
Shatabdi,Agargaon,Farmgate,19,HIGH,10
Shatabdi,Agargaon,Farmgate,19,HIGH,12
Shatabdi,Agargaon,Farmgate,19,HIGH,16
Shatabdi,Agargaon,Farmgate,19,HIGH,11
Shatabdi,Agargaon,Farmgate,20,HIGH,15
Shatabdi,Agargaon,Farmgate,20,HIGH,9
Shatabdi,Agargaon,Farmgate,20,HIGH,12
Shatabdi,Agargaon,Farmgate,20,HIGH,10
Shatabdi,Agargaon,Farmgate,20,HIGH,13
Shatabdi,Agargaon,Farmgate,21,LOW,5
Shatabdi,Agargaon,Farmgate,21,LOW,7
Shatabdi,Agargaon,Farmgate,21,LOW,9
Shatabdi,Agargaon,Farmgate,21,LOW,9
Shatabdi,Agargaon,Farmgate,21,LOW,6
Shatabdi,Agargaon,Farmgate,22,LOW,7
Shatabdi,Agargaon,Farmgate,22,LOW,6
Shatabdi,Agargaon,Farmgate,22,LOW,7
Shatabdi,Agargaon,Farmgate,22,LOW,5
Shatabdi,Agargaon,Farmgate,22,LOW,9
Shatabdi,Agargaon,Farmgate,23,LOW,8
Shatabdi,Agargaon,Farmgate,23,LOW,9
Shatabdi,Agargaon,Farmgate,23,LOW,5
Shatabdi,Agargaon,Farmgate,23,LOW,9
Shatabdi,Agargaon,Farmgate,23,LOW,8
Shatabdi,Farmgate,Shahbag,6,LOW,6
Shatabdi,Farmgate,Shahbag,6,LOW,7
Shatabdi,Farmgate,Shahbag,6,LOW,6
Shatabdi,Farmgate,Shahbag,6,LOW,6
Shatabdi,Farmgate,Shahbag,6,LOW,4
Shatabdi,Farmgate,Shahbag,7,HIGH,11
Shatabdi,Farmgate,Shahbag,7,HIGH,12
Shatabdi,Farmgate,Shahbag,7,HIGH,8
Shatabdi,Farmgate,Shahbag,7,HIGH,10
Shatabdi,Farmgate,Shahbag,7,HIGH,12
Shatabdi,Farmgate,Shahbag,8,HIGH,7
Shatabdi,Farmgate,Shahbag,8,HIGH,9
Shatabdi,Farmgate,Shahbag,8,HIGH,8
Shatabdi,Farmgate,Shahbag,8,HIGH,7
Shatabdi,Farmgate,Shahbag,8,HIGH,10
Shatabdi,Farmgate,Shahbag,9,HIGH,9
Shatabdi,Farmgate,Shahbag,9,HIGH,9
Shatabdi,Farmgate,Shahbag,9,HIGH,9
Shatabdi,Farmgate,Shahbag,9,HIGH,11
Shatabdi,Farmgate,Shahbag,9,HIGH,8
Shatabdi,Farmgate,Shahbag,10,HIGH,6
Shatabdi,Farmgate,Shahbag,10,HIGH,7
Shatabdi,Farmgate,Shahbag,10,HIGH,8
Shatabdi,Farmgate,Shahbag,10,HIGH,10
Shatabdi,Farmgate,Shahbag,10,HIGH,7
Shatabdi,Farmgate,Shahbag,11,MEDIUM,8
Shatabdi,Farmgate,Shahbag,11,MEDIUM,4
Shatabdi,Farmgate,Shahbag,11,MEDIUM,7
Shatabdi,Farmgate,Shahbag,11,MEDIUM,8
Shatabdi,Farmgate,Shahbag,11,MEDIUM,7
Shatabdi,Farmgate,Shahbag,12,MEDIUM,4
Shatabdi,Farmgate,Shahbag,12,MEDIUM,7
Shatabdi,Farmgate,Shahbag,12,MEDIUM,8
Shatabdi,Farmgate,Shahbag,12,MEDIUM,7
Shatabdi,Farmgate,Shahbag,12,MEDIUM,6
Shatabdi,Farmgate,Shahbag,13,MEDIUM,4
Shatabdi,Farmgate,Shahbag,13,MEDIUM,4
Shatabdi,Farmgate,Shahbag,13,MEDIUM,7
Shatabdi,Farmgate,Shahbag,13,MEDIUM,7
Shatabdi,Farmgate,Shahbag,13,MEDIUM,8
Shatabdi,Farmgate,Shahbag,14,MEDIUM,7
Shatabdi,Farmgate,Shahbag,14,MEDIUM,8
Shatabdi,Farmgate,Shahbag,14,MEDIUM,6
Shatabdi,Farmgate,Shahbag,14,MEDIUM,7
Shatabdi,Farmgate,Shahbag,14,MEDIUM,5
Shatabdi,Farmgate,Shahbag,15,MEDIUM,7
Shatabdi,Farmgate,Shahbag,15,MEDIUM,7
Shatabdi,Farmgate,Shahbag,15,MEDIUM,7
Shatabdi,Farmgate,Shahbag,15,MEDIUM,5
Shatabdi,Farmgate,Shahbag,15,MEDIUM,7
Shatabdi,Farmgate,Shahbag,16,MEDIUM,8
Shatabdi,Farmgate,Shahbag,16,MEDIUM,8
Shatabdi,Farmgate,Shahbag,16,MEDIUM,5
Shatabdi,Farmgate,Shahbag,16,MEDIUM,7
Shatabdi,Farmgate,Shahbag,16,MEDIUM,4
Shatabdi,Farmgate,Shahbag,17,HIGH,7
Shatabdi,Farmgate,Shahbag,17,HIGH,8
Shatabdi,Farmgate,Shahbag,17,HIGH,9
Shatabdi,Farmgate,Shahbag,17,HIGH,10
Shatabdi,Farmgate,Shahbag,17,HIGH,8
Shatabdi,Farmgate,Shahbag,18,HIGH,8
Shatabdi,Farmgate,Shahbag,18,HIGH,8
Shatabdi,Farmgate,Shahbag,18,HIGH,11
Shatabdi,Farmgate,Shahbag,18,HIGH,6
Shatabdi,Farmgate,Shahbag,18,HIGH,11
Shatabdi,Farmgate,Shahbag,19,HIGH,8
Shatabdi,Farmgate,Shahbag,19,HIGH,10
Shatabdi,Farmgate,Shahbag,19,HIGH,7
Shatabdi,Farmgate,Shahbag,19,HIGH,11
Shatabdi,Farmgate,Shahbag,19,HIGH,10
Shatabdi,Farmgate,Shahbag,20,HIGH,8
Shatabdi,Farmgate,Shahbag,20,HIGH,12
Shatabdi,Farmgate,Shahbag,20,HIGH,8
Shatabdi,Farmgate,Shahbag,20,HIGH,6
Shatabdi,Farmgate,Shahbag,20,HIGH,9
Shatabdi,Farmgate,Shahbag,21,LOW,4
Shatabdi,Farmgate,Shahbag,21,LOW,4
Shatabdi,Farmgate,Shahbag,21,LOW,5
Shatabdi,Farmgate,Shahbag,21,LOW,4
Shatabdi,Farmgate,Shahbag,21,LOW,4
Shatabdi,Farmgate,Shahbag,22,LOW,7
Shatabdi,Farmgate,Shahbag,22,LOW,6
Shatabdi,Farmgate,Shahbag,22,LOW,4
Shatabdi,Farmgate,Shahbag,22,LOW,5
Shatabdi,Farmgate,Shahbag,22,LOW,6
Shatabdi,Farmgate,Shahbag,23,LOW,4
Shatabdi,Farmgate,Shahbag,23,LOW,7
Shatabdi,Farmgate,Shahbag,23,LOW,4
Shatabdi,Farmgate,Shahbag,23,LOW,4
Shatabdi,Farmgate,Shahbag,23,LOW,7
Shatabdi,Shahbag,Paltan,6,LOW,4
Shatabdi,Shahbag,Paltan,6,LOW,5
Shatabdi,Shahbag,Paltan,6,LOW,4
Shatabdi,Shahbag,Paltan,6,LOW,7
Shatabdi,Shahbag,Paltan,6,LOW,4
Shatabdi,Shahbag,Paltan,7,HIGH,10
Shatabdi,Shahbag,Paltan,7,HIGH,9
Shatabdi,Shahbag,Paltan,7,HIGH,9
Shatabdi,Shahbag,Paltan,7,HIGH,9
Shatabdi,Shahbag,Paltan,7,HIGH,8
Shatabdi,Shahbag,Paltan,8,HIGH,11
Shatabdi,Shahbag,Paltan,8,HIGH,8
Shatabdi,Shahbag,Paltan,8,HIGH,7
Shatabdi,Shahbag,Paltan,8,HIGH,12
Shatabdi,Shahbag,Paltan,8,HIGH,10
Shatabdi,Shahbag,Paltan,9,HIGH,10
Shatabdi,Shahbag,Paltan,9,HIGH,8
Shatabdi,Shahbag,Paltan,9,HIGH,9
Shatabdi,Shahbag,Paltan,9,HIGH,12
Shatabdi,Shahbag,Paltan,9,HIGH,10
Shatabdi,Shahbag,Paltan,10,HIGH,11
Shatabdi,Shahbag,Paltan,10,HIGH,11
Shatabdi,Shahbag,Paltan,10,HIGH,6
Shatabdi,Shahbag,Paltan,10,HIGH,10
Shatabdi,Shahbag,Paltan,10,HIGH,6
Shatabdi,Shahbag,Paltan,11,MEDIUM,8
Shatabdi,Shahbag,Paltan,11,MEDIUM,7
Shatabdi,Shahbag,Paltan,11,MEDIUM,4
Shatabdi,Shahbag,Paltan,11,MEDIUM,7
Shatabdi,Shahbag,Paltan,11,MEDIUM,8
Shatabdi,Shahbag,Paltan,12,MEDIUM,4
Shatabdi,Shahbag,Paltan,12,MEDIUM,6
Shatabdi,Shahbag,Paltan,12,MEDIUM,6
Shatabdi,Shahbag,Paltan,12,MEDIUM,4
Shatabdi,Shahbag,Paltan,12,MEDIUM,6
Shatabdi,Shahbag,Paltan,13,MEDIUM,5
Shatabdi,Shahbag,Paltan,13,MEDIUM,4
Shatabdi,Shahbag,Paltan,13,MEDIUM,7
Shatabdi,Shahbag,Paltan,13,MEDIUM,6
Shatabdi,Shahbag,Paltan,13,MEDIUM,6
Shatabdi,Shahbag,Paltan,14,MEDIUM,7
Shatabdi,Shahbag,Paltan,14,MEDIUM,5
Shatabdi,Shahbag,Paltan,14,MEDIUM,5
Shatabdi,Shahbag,Paltan,14,MEDIUM,7
Shatabdi,Shahbag,Paltan,14,MEDIUM,4
Shatabdi,Shahbag,Paltan,15,MEDIUM,6
Shatabdi,Shahbag,Paltan,15,MEDIUM,5
Shatabdi,Shahbag,Paltan,15,MEDIUM,5
Shatabdi,Shahbag,Paltan,15,MEDIUM,5
Shatabdi,Shahbag,Paltan,15,MEDIUM,4
Shatabdi,Shahbag,Paltan,16,MEDIUM,4
Shatabdi,Shahbag,Paltan,16,MEDIUM,5
Shatabdi,Shahbag,Paltan,16,MEDIUM,7
Shatabdi,Shahbag,Paltan,16,MEDIUM,7
Shatabdi,Shahbag,Paltan,16,MEDIUM,4
Shatabdi,Shahbag,Paltan,17,HIGH,11
Shatabdi,Shahbag,Paltan,17,HIGH,9
Shatabdi,Shahbag,Paltan,17,HIGH,10
Shatabdi,Shahbag,Paltan,17,HIGH,8
Shatabdi,Shahbag,Paltan,17,HIGH,9
Shatabdi,Shahbag,Paltan,18,HIGH,6
Shatabdi,Shahbag,Paltan,18,HIGH,6
Shatabdi,Shahbag,Paltan,18,HIGH,8
Shatabdi,Shahbag,Paltan,18,HIGH,9
Shatabdi,Shahbag,Paltan,18,HIGH,9
Shatabdi,Shahbag,Paltan,19,HIGH,9
Shatabdi,Shahbag,Paltan,19,HIGH,10
Shatabdi,Shahbag,Paltan,19,HIGH,11
Shatabdi,Shahbag,Paltan,19,HIGH,8
Shatabdi,Shahbag,Paltan,19,HIGH,10
Shatabdi,Shahbag,Paltan,20,HIGH,11
Shatabdi,Shahbag,Paltan,20,HIGH,9
Shatabdi,Shahbag,Paltan,20,HIGH,8
Shatabdi,Shahbag,Paltan,20,HIGH,10
Shatabdi,Shahbag,Paltan,20,HIGH,9
Shatabdi,Shahbag,Paltan,21,LOW,6
Shatabdi,Shahbag,Paltan,21,LOW,6
Shatabdi,Shahbag,Paltan,21,LOW,6
Shatabdi,Shahbag,Paltan,21,LOW,4
Shatabdi,Shahbag,Paltan,21,LOW,4
Shatabdi,Shahbag,Paltan,22,LOW,4
Shatabdi,Shahbag,Paltan,22,LOW,4
Shatabdi,Shahbag,Paltan,22,LOW,7
Shatabdi,Shahbag,Paltan,22,LOW,7
Shatabdi,Shahbag,Paltan,22,LOW,4
Shatabdi,Shahbag,Paltan,23,LOW,4
Shatabdi,Shahbag,Paltan,23,LOW,4
Shatabdi,Shahbag,Paltan,23,LOW,7
Shatabdi,Shahbag,Paltan,23,LOW,6
Shatabdi,Shahbag,Paltan,23,LOW,5
Shatabdi,Paltan,Motijheel,6,LOW,8
Shatabdi,Paltan,Motijheel,6,LOW,7
Shatabdi,Paltan,Motijheel,6,LOW,7
Shatabdi,Paltan,Motijheel,6,LOW,10
Shatabdi,Paltan,Motijheel,6,LOW,6
Shatabdi,Paltan,Motijheel,7,HIGH,12
Shatabdi,Paltan,Motijheel,7,HIGH,13
Shatabdi,Paltan,Motijheel,7,HIGH,12
Shatabdi,Paltan,Motijheel,7,HIGH,13
Shatabdi,Paltan,Motijheel,7,HIGH,15
Shatabdi,Paltan,Motijheel,8,HIGH,14
Shatabdi,Paltan,Motijheel,8,HIGH,13
Shatabdi,Paltan,Motijheel,8,HIGH,18
Shatabdi,Paltan,Motijheel,8,HIGH,13
Shatabdi,Paltan,Motijheel,8,HIGH,14
Shatabdi,Paltan,Motijheel,9,HIGH,13
Shatabdi,Paltan,Motijheel,9,HIGH,13
Shatabdi,Paltan,Motijheel,9,HIGH,15
Shatabdi,Paltan,Motijheel,9,HIGH,17
Shatabdi,Paltan,Motijheel,9,HIGH,12
Shatabdi,Paltan,Motijheel,10,HIGH,13
Shatabdi,Paltan,Motijheel,10,HIGH,12
Shatabdi,Paltan,Motijheel,10,HIGH,16
Shatabdi,Paltan,Motijheel,10,HIGH,11
Shatabdi,Paltan,Motijheel,10,HIGH,11
Shatabdi,Paltan,Motijheel,11,MEDIUM,9
Shatabdi,Paltan,Motijheel,11,MEDIUM,12
Shatabdi,Paltan,Motijheel,11,MEDIUM,10
Shatabdi,Paltan,Motijheel,11,MEDIUM,8
Shatabdi,Paltan,Motijheel,11,MEDIUM,9
Shatabdi,Paltan,Motijheel,12,MEDIUM,8
Shatabdi,Paltan,Motijheel,12,MEDIUM,10
Shatabdi,Paltan,Motijheel,12,MEDIUM,12
Shatabdi,Paltan,Motijheel,12,MEDIUM,9
Shatabdi,Paltan,Motijheel,12,MEDIUM,9
Shatabdi,Paltan,Motijheel,13,MEDIUM,11
Shatabdi,Paltan,Motijheel,13,MEDIUM,10
Shatabdi,Paltan,Motijheel,13,MEDIUM,9
Shatabdi,Paltan,Motijheel,13,MEDIUM,8
Shatabdi,Paltan,Motijheel,13,MEDIUM,11
Shatabdi,Paltan,Motijheel,14,MEDIUM,11
Shatabdi,Paltan,Motijheel,14,MEDIUM,12
Shatabdi,Paltan,Motijheel,14,MEDIUM,11
Shatabdi,Paltan,Motijheel,14,MEDIUM,11
Shatabdi,Paltan,Motijheel,14,MEDIUM,9
Shatabdi,Paltan,Motijheel,15,MEDIUM,12
Shatabdi,Paltan,Motijheel,15,MEDIUM,11
Shatabdi,Paltan,Motijheel,15,MEDIUM,11
Shatabdi,Paltan,Motijheel,15,MEDIUM,11
Shatabdi,Paltan,Motijheel,15,MEDIUM,9
Shatabdi,Paltan,Motijheel,16,MEDIUM,8
Shatabdi,Paltan,Motijheel,16,MEDIUM,11
Shatabdi,Paltan,Motijheel,16,MEDIUM,8
Shatabdi,Paltan,Motijheel,16,MEDIUM,8
Shatabdi,Paltan,Motijheel,16,MEDIUM,10
Shatabdi,Paltan,Motijheel,17,HIGH,15
Shatabdi,Paltan,Motijheel,17,HIGH,14
Shatabdi,Paltan,Motijheel,17,HIGH,13
Shatabdi,Paltan,Motijheel,17,HIGH,13
Shatabdi,Paltan,Motijheel,17,HIGH,15
Shatabdi,Paltan,Motijheel,18,HIGH,17
Shatabdi,Paltan,Motijheel,18,HIGH,13
Shatabdi,Paltan,Motijheel,18,HIGH,10
Shatabdi,Paltan,Motijheel,18,HIGH,12
Shatabdi,Paltan,Motijheel,18,HIGH,15
Shatabdi,Paltan,Motijheel,19,HIGH,12
Shatabdi,Paltan,Motijheel,19,HIGH,15
Shatabdi,Paltan,Motijheel,19,HIGH,11
Shatabdi,Paltan,Motijheel,19,HIGH,13
Shatabdi,Paltan,Motijheel,19,HIGH,14
Shatabdi,Paltan,Motijheel,20,HIGH,12
Shatabdi,Paltan,Motijheel,20,HIGH,13
Shatabdi,Paltan,Motijheel,20,HIGH,13
Shatabdi,Paltan,Motijheel,20,HIGH,14
Shatabdi,Paltan,Motijheel,20,HIGH,12
Shatabdi,Paltan,Motijheel,21,LOW,8
Shatabdi,Paltan,Motijheel,21,LOW,8
Shatabdi,Paltan,Motijheel,21,LOW,9
Shatabdi,Paltan,Motijheel,21,LOW,6
Shatabdi,Paltan,Motijheel,21,LOW,10
Shatabdi,Paltan,Motijheel,22,LOW,10
Shatabdi,Paltan,Motijheel,22,LOW,9
Shatabdi,Paltan,Motijheel,22,LOW,7
Shatabdi,Paltan,Motijheel,22,LOW,8
Shatabdi,Paltan,Motijheel,22,LOW,7
Shatabdi,Paltan,Motijheel,23,LOW,6
Shatabdi,Paltan,Motijheel,23,LOW,9
Shatabdi,Paltan,Motijheel,23,LOW,8
Shatabdi,Paltan,Motijheel,23,LOW,7
Shatabdi,Paltan,Motijheel,23,LOW,7
Green Dhaka,Badda,Gulshan 1,6,LOW,4
Green Dhaka,Badda,Gulshan 1,6,LOW,4
Green Dhaka,Badda,Gulshan 1,6,LOW,6
Green Dhaka,Badda,Gulshan 1,6,LOW,7
Green Dhaka,Badda,Gulshan 1,6,LOW,6
Green Dhaka,Badda,Gulshan 1,7,HIGH,11
Green Dhaka,Badda,Gulshan 1,7,HIGH,9
Green Dhaka,Badda,Gulshan 1,7,HIGH,8
Green Dhaka,Badda,Gulshan 1,7,HIGH,8
Green Dhaka,Badda,Gulshan 1,7,HIGH,8
Green Dhaka,Badda,Gulshan 1,8,HIGH,8
Green Dhaka,Badda,Gulshan 1,8,HIGH,11
Green Dhaka,Badda,Gulshan 1,8,HIGH,9
Green Dhaka,Badda,Gulshan 1,8,HIGH,10
Green Dhaka,Badda,Gulshan 1,8,HIGH,8
Green Dhaka,Badda,Gulshan 1,9,HIGH,6
Green Dhaka,Badda,Gulshan 1,9,HIGH,11
Green Dhaka,Badda,Gulshan 1,9,HIGH,6
Green Dhaka,Badda,Gulshan 1,9,HIGH,6
Green Dhaka,Badda,Gulshan 1,9,HIGH,7
Green Dhaka,Badda,Gulshan 1,10,HIGH,8
Green Dhaka,Badda,Gulshan 1,10,HIGH,8
Green Dhaka,Badda,Gulshan 1,10,HIGH,12
Green Dhaka,Badda,Gulshan 1,10,HIGH,8
Green Dhaka,Badda,Gulshan 1,10,HIGH,6
Green Dhaka,Badda,Gulshan 1,11,MEDIUM,7
Green Dhaka,Badda,Gulshan 1,11,MEDIUM,6
Green Dhaka,Badda,Gulshan 1,11,MEDIUM,8
Green Dhaka,Badda,Gulshan 1,11,MEDIUM,6
Green Dhaka,Badda,Gulshan 1,11,MEDIUM,4
Green Dhaka,Badda,Gulshan 1,12,MEDIUM,8
Green Dhaka,Badda,Gulshan 1,12,MEDIUM,7
Green Dhaka,Badda,Gulshan 1,12,MEDIUM,8
Green Dhaka,Badda,Gulshan 1,12,MEDIUM,8
Green Dhaka,Badda,Gulshan 1,12,MEDIUM,6
Green Dhaka,Badda,Gulshan 1,13,MEDIUM,7
Green Dhaka,Badda,Gulshan 1,13,MEDIUM,7
Green Dhaka,Badda,Gulshan 1,13,MEDIUM,5
Green Dhaka,Badda,Gulshan 1,13,MEDIUM,5
Green Dhaka,Badda,Gulshan 1,13,MEDIUM,6
Green Dhaka,Badda,Gulshan 1,14,MEDIUM,6
Green Dhaka,Badda,Gulshan 1,14,MEDIUM,4
Green Dhaka,Badda,Gulshan 1,14,MEDIUM,5
Green Dhaka,Badda,Gulshan 1,14,MEDIUM,4
Green Dhaka,Badda,Gulshan 1,14,MEDIUM,5
Green Dhaka,Badda,Gulshan 1,15,MEDIUM,5
Green Dhaka,Badda,Gulshan 1,15,MEDIUM,8
Green Dhaka,Badda,Gulshan 1,15,MEDIUM,4
Green Dhaka,Badda,Gulshan 1,15,MEDIUM,7
Green Dhaka,Badda,Gulshan 1,15,MEDIUM,8
Green Dhaka,Badda,Gulshan 1,16,MEDIUM,5
Green Dhaka,Badda,Gulshan 1,16,MEDIUM,5
Green Dhaka,Badda,Gulshan 1,16,MEDIUM,7
Green Dhaka,Badda,Gulshan 1,16,MEDIUM,8
Green Dhaka,Badda,Gulshan 1,16,MEDIUM,6
Green Dhaka,Badda,Gulshan 1,17,HIGH,11
Green Dhaka,Badda,Gulshan 1,17,HIGH,11
Green Dhaka,Badda,Gulshan 1,17,HIGH,7
Green Dhaka,Badda,Gulshan 1,17,HIGH,11
Green Dhaka,Badda,Gulshan 1,17,HIGH,9
Green Dhaka,Badda,Gulshan 1,18,HIGH,10
Green Dhaka,Badda,Gulshan 1,18,HIGH,10
Green Dhaka,Badda,Gulshan 1,18,HIGH,7
Green Dhaka,Badda,Gulshan 1,18,HIGH,7
Green Dhaka,Badda,Gulshan 1,18,HIGH,9
Green Dhaka,Badda,Gulshan 1,19,HIGH,9
